Tanggal_Beli,Jam_Beli,Keberangkatan,Jam,Estimasi,kd_tiket,Harga_Tiket,Pembelian,Metode,kode_asal,kode_tujuan,Kode_Trayek,Layanan,Segmentasi,Kantor_Cabang,Tahun,H_plus,lead_time,Asal,Tujuan,Trayek
2025-03-18,17:12:35,2025-03-24,18:00:00,18:00:00,48a8eb18389fb3c249ae,480000,DAMRI APPS,Transfer,MLG,KMO,MLG-KMO,IRC,AKAP,Surabaya,2025,3,6,Stasiun Damri Malang,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-24,17:16:00,2025-03-24,17:00:00,19:00:00,981841b62b9382265,130000,Pemasaran Zonasi,Tunai,PWT,KMO,MDJ-POR,BNS,AKAP,Purwokerto,2025,3,0,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Terminal Mandiraja - Terminal Poris
2025-03-24,14:58:15,2025-03-24,17:00:00,19:00:00,229dfaf7977a8e11f,130000,Pemasaran Zonasi,Tunai,PWT,KMO,BBS-KMO,BNS,AKAP,Purwokerto,2025,3,0,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Terminal Bobotsari - Pool DAMRI Kemayoran
2025-03-23,17:48:02,2025-03-24,19:00:00,19:00:00,34f61c05783ff38199d2,125000,Agen Pemasaran,Tunai,CLP,KMO,CLP-KMO,BNS,AKAP,Purwokerto,2025,3,1,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2025-03-24,15:29:36,2025-03-24,17:00:00,17:00:00,6a47b220227b3bffa77c,150000,LOKET,Tunai,TWO,KMO,TWO-KMO,BNS,AKAP,Purwokerto,2025,3,0,Terminal Wonosobo,Pool DAMRI Kemayoran,Terminal Wonosobo - Stasiun DAMRI Kemayoran
2025-03-13,19:35:55,2025-03-24,18:00:00,18:00:00,29671956c9d7a59c449c,180000,Redbus,Transfer,YOG,KMO,YOG-KMO,BNS,AKAP,Yogyakarta,2025,3,11,Stasiun DAMRI Yogyakarta ,Pool DAMRI Kemayoran,Stasiun DAMRI Yogyakarta  - Stasiun DAMRI Kemayoran
2025-03-19,15:31:46,2025-03-24,07:30:00,07:30:00,480be0c18380d88e2aa1,390000,DAMRI APPS,Transfer,MLG,KMO,MLG-KMO,EKS,AKAP,Surabaya,2025,3,5,Stasiun Damri Malang,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-24,13:13:37,2025-03-24,18:30:00,18:30:00,8cb98dd883606b81c48a,390000,Traveloka,Transfer,MLG,KMO,MLG-KMO,EKS,AKAP,Surabaya,2025,3,0,Stasiun Damri Malang,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-06,11:02:11,2025-03-24,18:00:00,20:00:00,97a1a6f37eaab1f317d4,450000,DAMRI APPS,Transfer,BUN,KMO,MLG-KMO,IRC,AKAP,Surabaya,2025,3,18,Terminal Bungur Asih,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-24,13:13:48,2025-03-24,17:00:00,17:00:00,9d383220181a40efe,130000,Agen Pemasaran,Deposit,BBS,KMO,BBS-KMO,BNS,AKAP,Purwokerto,2025,3,0,Terminal Bobotsari,Pool DAMRI Kemayoran,Terminal Bobotsari - Pool DAMRI Kemayoran
2025-03-15,09:50:08,2025-03-24,15:00:00,12:30:00,92bf07debc1da3b0f8bf,144000,Redbus,Transfer,YOG,KMO,PWJ-KMO,BNS,AKAP,Yogyakarta,2025,3,9,Stasiun DAMRI Yogyakarta ,Pool DAMRI Kemayoran,Stasiun DAMRI Purworejo - Stasiun DAMRI Kemayoran
2025-03-24,11:42:50,2025-03-24,18:00:00,18:00:00,31c6f1c9a77dc8f50bd6,160000,DAMRI APPS,Transfer,YOG,KMO,YOG-KMO,BNS,AKAP,Yogyakarta,2025,3,0,Stasiun DAMRI Yogyakarta ,Pool DAMRI Kemayoran,Stasiun DAMRI Yogyakarta  - Stasiun DAMRI Kemayoran
2025-03-04,16:11:43,2025-03-24,18:00:00,18:00:00,03d7e553c7453c7b24db,180000,Traveloka,Transfer,YOG,KMO,YOG-KMO,BNS,AKAP,Yogyakarta,2025,3,20,Stasiun DAMRI Yogyakarta ,Pool DAMRI Kemayoran,Stasiun DAMRI Yogyakarta  - Stasiun DAMRI Kemayoran
2025-02-09,13:59:34,2025-03-24,16:30:00,19:00:00,5212607732257853910a,340000,Redbus,Transfer,BUN,CWG,MLG-KMO,EKS,AKAP,Surabaya,2025,3,43,Terminal Bungur Asih,Stasiun DAMRI Cawang,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-24,15:01:33,2025-03-24,18:30:00,18:30:00,051e88155725a8691f12,390000,Redbus,Transfer,MLG,KMO,MLG-KMO,EKS,AKAP,Surabaya,2025,3,0,Stasiun Damri Malang,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-21,23:56:28,2025-03-24,18:00:00,20:00:00,9000d01815efbdb642ad,450000,DAMRI APPS,Transfer,BUN,KMO,MLG-KMO,IRC,AKAP,Surabaya,2025,3,3,Terminal Bungur Asih,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-22,10:18:31,2025-03-24,17:00:00,19:00:00,72b3b29a8688d1a9d,130000,Pemasaran Zonasi,Tunai,PWT,KMO,BBS-KMO,BNS,AKAP,Purwokerto,2025,3,2,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Terminal Bobotsari - Pool DAMRI Kemayoran
2025-03-24,09:21:59,2025-03-24,19:00:00,19:00:00,47cfc4302fe0805fa,125000,Agen Pemasaran,Deposit,GDM,KMO,CLP-KMO,BNS,AKAP,Purwokerto,2025,3,0,Agen Gandrungmangu,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2025-03-23,14:53:03,2025-03-24,17:00:00,17:10:00,563ddc57a64c2f41bbde,150000,LOKET,Tunai,SWA,KMO,TWO-KMO,BNS,AKAP,Purwokerto,2025,3,1,Agen Sawangan,Pool DAMRI Kemayoran,Terminal Wonosobo - Stasiun DAMRI Kemayoran
2025-03-16,00:12:20,2025-03-24,18:00:00,18:00:00,03844f5c99f59a49e40a,180000,Redbus,Transfer,YOG,KMO,YOG-KMO,BNS,AKAP,Yogyakarta,2025,3,8,Stasiun DAMRI Yogyakarta ,Pool DAMRI Kemayoran,Stasiun DAMRI Yogyakarta  - Stasiun DAMRI Kemayoran
2025-03-23,09:13:33,2025-03-24,07:30:00,10:00:00,31654b9914a164e2c306,340000,Redbus,Transfer,BUN,KMO,MLG-KMO,EKS,AKAP,Surabaya,2025,3,1,Terminal Bungur Asih,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-24,12:44:58,2025-03-24,18:30:00,21:00:00,786a77a5fa853a47b510,340000,DAMRI APPS,Transfer,BUN,KMO,MLG-KMO,EKS,AKAP,Surabaya,2025,3,0,Terminal Bungur Asih,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-22,09:04:03,2025-03-24,18:00:00,18:00:00,ba3278a09a1b29290,480000,Pemasaran Zonasi,Tunai,MLG,KMO,MLG-KMO,IRC,AKAP,Surabaya,2025,3,2,Stasiun Damri Malang,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-19,15:28:46,2025-03-24,20:00:00,21:20:00,8335dcedf6229e408cd2,315000,DAMRI APPS,Transfer,ITR,CWG,RJB-PWK,BNS,AKAP,Lampung,2025,3,5,ITERA,Stasiun DAMRI Cawang,Rajabasa - Purwakarta
2025-03-18,19:54:56,2025-03-24,17:00:00,19:00:00,70522ee6ec74f2f7eeb5,120000,Traveloka,Transfer,PWT,KMO,BBS-KMO,BNS,AKAP,Purwokerto,2025,3,6,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Terminal Bobotsari - Pool DAMRI Kemayoran
2025-03-23,17:48:25,2025-03-24,19:00:00,19:00:00,1d39335237277d8274b0,125000,Agen Pemasaran,Tunai,CLP,KMO,CLP-KMO,BNS,AKAP,Purwokerto,2025,3,1,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2025-03-04,21:40:13,2025-03-24,18:00:00,18:00:00,2dd1bf98eacea5d6f161,180000,DAMRI APPS,Transfer,YOG,KMO,YOG-KMO,BNS,AKAP,Yogyakarta,2025,3,20,Stasiun DAMRI Yogyakarta ,Pool DAMRI Kemayoran,Stasiun DAMRI Yogyakarta  - Stasiun DAMRI Kemayoran
2025-03-16,00:12:20,2025-03-24,18:00:00,18:00:00,64b5e19b2aad2a77183d,180000,Redbus,Transfer,YOG,KMO,YOG-KMO,BNS,AKAP,Yogyakarta,2025,3,8,Stasiun DAMRI Yogyakarta ,Pool DAMRI Kemayoran,Stasiun DAMRI Yogyakarta  - Stasiun DAMRI Kemayoran
2025-03-09,18:54:53,2025-03-24,16:30:00,19:00:00,5cf12614a77c01f5eb61,340000,Traveloka,Transfer,BUN,CWG,MLG-KMO,EKS,AKAP,Surabaya,2025,3,15,Terminal Bungur Asih,Stasiun DAMRI Cawang,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-24,20:50:59,2025-03-24,18:30:00,21:00:00,06dfced215bb39f3a,340000,LOKET,Tunai,BUN,KMO,MLG-KMO,EKS,AKAP,Surabaya,2025,3,0,Terminal Bungur Asih,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-06,11:02:11,2025-03-24,18:00:00,20:00:00,910fa22e3de5d9e9a9fc,450000,DAMRI APPS,Transfer,BUN,KMO,MLG-KMO,IRC,AKAP,Surabaya,2025,3,18,Terminal Bungur Asih,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-25,13:04:42,2025-03-25,17:00:00,17:00:00,864f3ac802a4f3669f8a,150000,LOKET,Tunai,TWO,KMO,TWO-KMO,BNS,AKAP,Purwokerto,2025,4,0,Terminal Wonosobo,Pool DAMRI Kemayoran,Terminal Wonosobo - Stasiun DAMRI Kemayoran
2025-03-25,14:58:37,2025-03-25,17:00:00,17:00:00,57f9fee0d8a3a15f865a,150000,LOKET,Tunai,TWO,KMO,TWO-KMO,BNS,AKAP,Purwokerto,2025,4,0,Terminal Wonosobo,Pool DAMRI Kemayoran,Terminal Wonosobo - Stasiun DAMRI Kemayoran
2025-03-03,11:30:43,2025-03-25,12:00:00,17:00:00,03844a5a729af57b9,296000,Agen Pemasaran,Deposit,TMK,KMO,BWI-KMO,EKS,AKAP,Banyuwangi,2025,4,22,Terminal Minak Koncar Lumajang,Pool DAMRI Kemayoran,Terminal Brawijaya Banyuwangi - Pool DAMRI Kemayoran
2025-03-24,10:15:10,2025-03-25,18:30:00,21:00:00,9a0ac075095cb95ef,340000,Admin,Tunai,BUN,KMO,MLG-KMO,EKS,AKAP,Surabaya,2025,4,1,Terminal Bungur Asih,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-18,18:58:25,2025-03-25,16:30:00,16:30:00,04e212440e9c0f5f078d,480000,Traveloka,Transfer,MLG,PGB,MLG-KMO,RYL,AKAP,Surabaya,2025,4,7,Stasiun Damri Malang,Terminal Pulogebang,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-22,13:23:09,2025-03-25,17:00:00,19:00:00,1fb619d9a8852b150,130000,Pemasaran Zonasi,VA Mandiri,PWT,KMO,BBS-KMO,BNS,AKAP,Purwokerto,2025,4,3,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Terminal Bobotsari - Pool DAMRI Kemayoran
2025-03-25,13:58:16,2025-03-25,19:00:00,19:00:00,873d7d7cca5f47997,125000,Agen Pemasaran,Deposit,CPR,KMO,CLP-KMO,BNS,AKAP,Purwokerto,2025,4,0,Agen Cipari,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2025-03-25,14:30:31,2025-03-25,17:00:00,17:30:00,40fe27db327af3948b78,135000,LOKET,Tunai,BJG,KMO,TWO-KMO,BNS,AKAP,Purwokerto,2025,4,0,Terminal Banjarnegara,Pool DAMRI Kemayoran,Terminal Wonosobo - Stasiun DAMRI Kemayoran
2025-03-01,11:46:36,2025-03-25,18:00:00,21:00:00,77965dcf13e22f534262,180000,Traveloka,Transfer,SMG,KMO,YOG-KMO,BNS,AKAP,Yogyakarta,2025,4,24,Stasiun Damri Semarang,Pool DAMRI Kemayoran,Stasiun DAMRI Yogyakarta  - Stasiun DAMRI Kemayoran
2025-03-24,15:20:55,2025-03-25,12:00:00,12:00:00,8ca24dcfc7ab805c8,352000,Agen Pemasaran,Deposit,BWI,KMO,BWI-KMO,EKS,AKAP,Banyuwangi,2025,4,1,Terminal Brawijaya Banyuwangi,Pool DAMRI Kemayoran,Terminal Brawijaya Banyuwangi - Pool DAMRI Kemayoran
2025-03-25,10:49:57,2025-03-25,18:30:00,21:00:00,6e58c218ab3c37700afb,340000,Redbus,Transfer,BUN,KMO,MLG-KMO,EKS,AKAP,Surabaya,2025,4,0,Terminal Bungur Asih,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-20,17:07:32,2025-03-25,15:00:00,15:00:00,600c23dbbae9f72a7,144000,Pemasaran Zonasi,Tunai,PWJ,KMO,PWJ-KMO,BNS,AKAP,Yogyakarta,2025,4,5,Stasiun DAMRI Purworejo,Pool DAMRI Kemayoran,Stasiun DAMRI Purworejo - Stasiun DAMRI Kemayoran
2025-03-25,16:18:04,2025-03-25,17:00:00,17:00:00,42d2cab89eb026f371bb,150000,LOKET,Tunai,TWO,KMO,TWO-KMO,BNS,AKAP,Purwokerto,2025,4,0,Terminal Wonosobo,Pool DAMRI Kemayoran,Terminal Wonosobo - Stasiun DAMRI Kemayoran
2025-03-21,14:24:16,2025-03-25,12:00:00,17:00:00,287b2ab65e7a36c4f,296000,Agen Pemasaran,Deposit,TMK,KMO,BWI-KMO,EKS,AKAP,Banyuwangi,2025,4,4,Terminal Minak Koncar Lumajang,Pool DAMRI Kemayoran,Terminal Brawijaya Banyuwangi - Pool DAMRI Kemayoran
2025-03-16,17:44:44,2025-03-25,18:30:00,21:00:00,9463a566b84af841713b,340000,DAMRI APPS,Transfer,BUN,KMO,MLG-KMO,EKS,AKAP,Surabaya,2025,4,9,Terminal Bungur Asih,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-20,19:35:09,2025-03-25,18:00:00,18:00:00,885c41e436448e73e20d,540000,Traveloka,Transfer,MLG,KMO,MLG-KMO,IRC,AKAP,Surabaya,2025,4,5,Stasiun Damri Malang,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-25,12:49:21,2025-03-25,19:00:00,19:00:00,8e4351bbd481059a5ad7,125000,Agen Pemasaran,Tunai,CLP,KMO,CLP-KMO,BNS,AKAP,Purwokerto,2025,4,0,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2025-03-21,20:27:32,2025-03-25,17:00:00,17:00:00,21d0cd358eb7b32eaf96,150000,Traveloka,Transfer,TWO,KMO,TWO-KMO,BNS,AKAP,Purwokerto,2025,4,4,Terminal Wonosobo,Pool DAMRI Kemayoran,Terminal Wonosobo - Stasiun DAMRI Kemayoran
2025-03-24,12:55:57,2025-03-25,18:00:00,18:20:00,52d1f7b0d83837474,160000,Pemasaran Zonasi,Tunai,TPA,KMO,YOG-KMO,BNS,AKAP,Yogyakarta,2025,4,1,Terminal Prambanan,Pool DAMRI Kemayoran,Stasiun DAMRI Yogyakarta  - Stasiun DAMRI Kemayoran
2025-03-24,12:35:50,2025-03-25,12:00:00,15:00:00,68646945c2da7aba7e00,320000,DAMRI APPS,Transfer,PDJ,KMO,BWI-KMO,EKS,AKAP,Banyuwangi,2025,4,1,Pool Damri Jember,Pool DAMRI Kemayoran,Terminal Brawijaya Banyuwangi - Pool DAMRI Kemayoran
2025-03-25,13:12:00,2025-03-25,18:30:00,18:30:00,38dcfac8b83abb9bc61f,390000,Redbus,Transfer,MLG,KMO,MLG-KMO,EKS,AKAP,Surabaya,2025,4,0,Stasiun Damri Malang,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-20,23:50:36,2025-03-25,16:30:00,19:00:00,41dc07b490bb198b6766,420000,Traveloka,Transfer,PBY,KMO,MLG-KMO,RYL,AKAP,Surabaya,2025,4,5,Loket Surabaya (A Yani),Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-22,13:23:09,2025-03-25,17:00:00,19:00:00,2c3c724ea4703bc16,130000,Pemasaran Zonasi,VA Mandiri,PWT,KMO,BBS-KMO,BNS,AKAP,Purwokerto,2025,4,3,Pool Damri Purwokerto,Pool DAMRI Kemayoran,Terminal Bobotsari - Pool DAMRI Kemayoran
2025-03-25,11:50:48,2025-03-25,15:00:00,15:00:00,66b2aac5f2343efa2,128000,Pemasaran Zonasi,Tunai,PWJ,KMO,PWJ-KMO,BNS,AKAP,Yogyakarta,2025,4,0,Stasiun DAMRI Purworejo,Pool DAMRI Kemayoran,Stasiun DAMRI Purworejo - Stasiun DAMRI Kemayoran
2025-03-25,16:46:06,2025-03-25,17:00:00,17:00:00,17b6535e28c62c5d89fc,150000,LOKET,Tunai,TWO,KMO,TWO-KMO,BNS,AKAP,Purwokerto,2025,4,0,Terminal Wonosobo,Pool DAMRI Kemayoran,Terminal Wonosobo - Stasiun DAMRI Kemayoran
2025-03-24,08:40:59,2025-03-25,07:30:00,10:00:00,2ecfc79432a3c5e9ddc9,340000,Traveloka,Transfer,BUN,KMO,MLG-KMO,EKS,AKAP,Surabaya,2025,4,1,Terminal Bungur Asih,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-02-27,14:54:32,2025-03-25,12:00:00,15:00:00,0361de2eb6361d454117,320000,Traveloka,Transfer,PDJ,PGB,BWI-KMO,EKS,AKAP,Banyuwangi,2025,4,26,Pool Damri Jember,Terminal Pulogebang,Terminal Brawijaya Banyuwangi - Pool DAMRI Kemayoran
2025-03-25,15:18:23,2025-03-25,18:30:00,21:00:00,05adeaddf95084a99c7e,340000,DAMRI APPS,Transfer,BUN,KMO,MLG-KMO,EKS,AKAP,Surabaya,2025,4,0,Terminal Bungur Asih,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-20,17:07:32,2025-03-25,15:00:00,15:00:00,6d1c2ac55799a8830,144000,Pemasaran Zonasi,Tunai,PWJ,KMO,PWJ-KMO,BNS,AKAP,Yogyakarta,2025,4,5,Stasiun DAMRI Purworejo,Pool DAMRI Kemayoran,Stasiun DAMRI Purworejo - Stasiun DAMRI Kemayoran
2025-03-25,15:07:17,2025-03-25,17:00:00,17:10:00,90c1490229fb317e6f65,150000,LOKET,Tunai,SWA,KMO,TWO-KMO,BNS,AKAP,Purwokerto,2025,4,0,Agen Sawangan,Pool DAMRI Kemayoran,Terminal Wonosobo - Stasiun DAMRI Kemayoran
2025-03-24,11:16:25,2025-03-25,12:00:00,17:00:00,1225f217f1efe1d30,296000,Agen Pemasaran,Deposit,TMK,KMO,BWI-KMO,EKS,AKAP,Banyuwangi,2025,4,1,Terminal Minak Koncar Lumajang,Pool DAMRI Kemayoran,Terminal Brawijaya Banyuwangi - Pool DAMRI Kemayoran
2025-03-16,17:44:44,2025-03-25,18:30:00,21:00:00,72b60fc901968113151a,340000,DAMRI APPS,Transfer,BUN,KMO,MLG-KMO,EKS,AKAP,Surabaya,2025,4,9,Terminal Bungur Asih,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-22,21:42:50,2025-03-25,16:30:00,16:30:00,7252df78cb2b30938bc2,480000,DAMRI APPS,Transfer,MLG,KMO,MLG-KMO,RYL,AKAP,Surabaya,2025,4,3,Stasiun Damri Malang,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-25,14:33:46,2025-03-25,19:00:00,19:00:00,6b1164ffecc3481e0,125000,Pemasaran Zonasi,Tunai,CLP,KMO,CLP-KMO,BNS,AKAP,Purwokerto,2025,4,0,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2025-03-25,14:30:31,2025-03-25,17:00:00,17:30:00,7cde896480036e95375a,135000,LOKET,Tunai,BJG,KMO,TWO-KMO,BNS,AKAP,Purwokerto,2025,4,0,Terminal Banjarnegara,Pool DAMRI Kemayoran,Terminal Wonosobo - Stasiun DAMRI Kemayoran
2025-03-16,11:04:37,2025-03-25,18:00:00,21:00:00,19c598c8ec10c919eb62,180000,DAMRI APPS,Transfer,SMG,KMO,YOG-KMO,BNS,AKAP,Yogyakarta,2025,4,9,Stasiun Damri Semarang,Pool DAMRI Kemayoran,Stasiun DAMRI Yogyakarta  - Stasiun DAMRI Kemayoran
2025-03-25,14:01:20,2025-03-25,12:00:00,19:00:00,5b451cad95e719884d7d,296000,DAMRI APPS,Transfer,TBA,KMO,BWI-KMO,EKS,AKAP,Banyuwangi,2025,4,0,Terminal Bayuangga - Probolinggo,Pool DAMRI Kemayoran,Terminal Brawijaya Banyuwangi - Pool DAMRI Kemayoran
2025-03-24,15:35:31,2025-03-25,18:30:00,21:00:00,7c64a7db6314618321dd,340000,DAMRI APPS,Transfer,BUN,KMO,MLG-KMO,EKS,AKAP,Surabaya,2025,4,1,Terminal Bungur Asih,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-16,03:45:49,2025-03-25,13:00:00,13:00:00,22c2c2c4c2ae2a73de82,144000,Redbus,Transfer,YOG,PKM,YOG-PKM,BNS,AKAP,Yogyakarta,2025,4,9,Stasiun DAMRI Yogyakarta ,Pasar Kemis,Stasiun DAMRI Yogyakarta  - Pasar Kemis
2025-03-25,17:06:10,2025-03-25,17:00:00,17:00:00,8431a0cd35d359a23,130000,Agen Pemasaran,Deposit,BBS,KMO,BBS-KMO,BNS,AKAP,Purwokerto,2025,4,0,Terminal Bobotsari,Pool DAMRI Kemayoran,Terminal Bobotsari - Pool DAMRI Kemayoran
2025-03-22,10:07:53,2025-03-25,15:00:00,15:00:00,62ba08611bba6c747,144000,Pemasaran Zonasi,Tunai,PWJ,KMO,PWJ-KMO,BNS,AKAP,Yogyakarta,2025,4,3,Stasiun DAMRI Purworejo,Pool DAMRI Kemayoran,Stasiun DAMRI Purworejo - Stasiun DAMRI Kemayoran
2025-03-25,16:46:37,2025-03-25,17:00:00,17:00:00,08ec203074ac7df793bc,150000,LOKET,Tunai,TWO,KMO,TWO-KMO,BNS,AKAP,Purwokerto,2025,4,0,Terminal Wonosobo,Pool DAMRI Kemayoran,Terminal Wonosobo - Stasiun DAMRI Kemayoran
2025-02-26,19:06:25,2025-03-25,12:00:00,15:00:00,55ad12070946e25bb4e0,320000,Traveloka,Transfer,PDJ,PGB,BWI-KMO,EKS,AKAP,Banyuwangi,2025,4,27,Pool Damri Jember,Terminal Pulogebang,Terminal Brawijaya Banyuwangi - Pool DAMRI Kemayoran
2025-03-24,15:35:31,2025-03-25,18:30:00,21:00:00,69ac6a10217e52e8f7e4,340000,DAMRI APPS,Transfer,BUN,KMO,MLG-KMO,EKS,AKAP,Surabaya,2025,4,1,Terminal Bungur Asih,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-25,20:43:50,2025-03-25,18:30:00,21:00:00,69db0a5ed9ba8bb6f,340000,LOKET,Tunai,BUN,KMO,MLG-KMO,EKS,AKAP,Surabaya,2025,4,0,Terminal Bungur Asih,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-26,12:24:06,2025-03-26,19:00:00,19:00:00,1c714dc9f37aedaba,125000,Pemasaran Zonasi,Tunai,CLP,KMO,CLP-KMO,BNS,AKAP,Purwokerto,2025,5,0,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
2025-03-19,10:52:07,2025-03-26,15:00:00,12:50:00,3cb9b1a1385b693b9439,144000,Traveloka,Transfer,TGW,KMO,PWJ-KMO,BNS,AKAP,Yogyakarta,2025,5,7,Terminal Giwangan Yogyakarta,Pool DAMRI Kemayoran,Stasiun DAMRI Purworejo - Stasiun DAMRI Kemayoran
2025-03-19,10:52:07,2025-03-26,15:00:00,12:50:00,6d3aa4ba1b1d2da4238c,144000,Traveloka,Transfer,TGW,KMO,PWJ-KMO,BNS,AKAP,Yogyakarta,2025,5,7,Terminal Giwangan Yogyakarta,Pool DAMRI Kemayoran,Stasiun DAMRI Purworejo - Stasiun DAMRI Kemayoran
2025-03-25,20:23:49,2025-03-26,07:30:00,10:00:00,7203b7e8389d46bd1fc2,275000,Redbus,Transfer,BUN,KMO,MLG-KMO,EKS,AKAP,Surabaya,2025,5,1,Terminal Bungur Asih,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-08,18:36:29,2025-03-26,07:30:00,07:30:00,74bd0c30fdaf99137192,390000,Traveloka,Transfer,MLG,KMO,MLG-KMO,EKS,AKAP,Surabaya,2025,5,18,Stasiun Damri Malang,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-25,13:46:12,2025-03-26,12:00:00,19:00:00,7cc9d925af3d89ffed40,296000,Traveloka,Transfer,TBA,KMO,BWI-KMO,EKS,AKAP,Banyuwangi,2025,5,1,Terminal Bayuangga - Probolinggo,Pool DAMRI Kemayoran,Terminal Brawijaya Banyuwangi - Pool DAMRI Kemayoran
2025-03-22,02:05:22,2025-03-26,16:30:00,19:00:00,89b5c23d83b7386ff70e,275000,Traveloka,Transfer,BUN,CWG,MLG-KMO,EKS,AKAP,Surabaya,2025,5,4,Terminal Bungur Asih,Stasiun DAMRI Cawang,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-24,09:18:33,2025-03-26,17:00:00,17:00:00,5752996efba302ca7,130000,Agen Pemasaran,Deposit,BCR,KMO,BBS-KMO,BNS,AKAP,Purwokerto,2025,5,2,Agen Bancar,Pool DAMRI Kemayoran,Terminal Bobotsari - Pool DAMRI Kemayoran
2025-03-08,17:05:48,2025-03-26,18:30:00,21:00:00,3e241164bb170b055d8f,340000,Redbus,Transfer,BUN,KMO,MLG-KMO,EKS,AKAP,Surabaya,2025,5,18,Terminal Bungur Asih,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-02-28,07:23:36,2025-03-26,18:00:00,18:00:00,346e29ee9674239caca0,640000,Traveloka,Transfer,MLG,KMO,MLG-KMO,ISC,AKAP,Surabaya,2025,5,26,Stasiun Damri Malang,Pool DAMRI Kemayoran,Stasiun Damri Malang - Stasiun DAMRI Kemayoran
2025-03-26,18:39:36,2025-03-26,19:00:00,19:00:00,27ffab6b074081222,125000,Pemasaran Zonasi,Tunai,CLP,KMO,CLP-KMO,BNS,AKAP,Purwokerto,2025,5,0,Pool DAMRI Cilacap,Pool DAMRI Kemayoran,Pool DAMRI Cilacap - Pool DAMRI Kemayoran
